Tanggal,Provinsi,Kasus Aktif
10/16/2022,Jawa Tengah,4078
10/17/2022,Jawa Tengah,4164
10/18/2022,Jawa Tengah,4125
10/19/2022,Jawa Tengah,4084
10/20/2022,Jawa Tengah,3913
10/21/2022,Jawa Tengah,3894
10/22/2022,Jawa Tengah,4033
10/23/2022,Jawa Tengah,4119
10/24/2022,Jawa Tengah,3953
10/25/2022,Jawa Tengah,3938
10/26/2022,Jawa Tengah,3775
10/27/2022,Jawa Tengah,3762
10/28/2022,Jawa Tengah,3743
10/29/2022,Jawa Tengah,3872
10/30/2022,Jawa Tengah,3753
10/31/2022,Jawa Tengah,4073
11/1/2022,Jawa Tengah,4188
11/2/2022,Jawa Tengah,4064
11/3/2022,Jawa Tengah,4064
11/4/2022,Jawa Tengah,4234
11/5/2022,Jawa Tengah,4249
11/6/2022,Jawa Tengah,4557
11/7/2022,Jawa Tengah,4717
11/8/2022,Jawa Tengah,5090
11/9/2022,Jawa Tengah,5402
11/10/2022,Jawa Tengah,5835
11/11/2022,Jawa Tengah,5675
11/12/2022,Jawa Tengah,5933
11/13/2022,Jawa Tengah,6939
11/14/2022,Jawa Tengah,7891
11/15/2022,Jawa Tengah,8665
11/16/2022,Jawa Tengah,9027
11/17/2022,Jawa Tengah,9277
11/18/2022,Jawa Tengah,9366
11/19/2022,Jawa Tengah,9469
11/20/2022,Jawa Tengah,9571
11/21/2022,Jawa Tengah,9975
11/22/2022,Jawa Tengah,9809
11/23/2022,Jawa Tengah,10494
11/24/2022,Jawa Tengah,11109
11/25/2022,Jawa Tengah,11746
11/26/2022,Jawa Tengah,12002
11/27/2022,Jawa Tengah,12534
11/28/2022,Jawa Tengah,13173
11/29/2022,Jawa Tengah,14376
11/30/2022,Jawa Tengah,13963
12/1/2022,Jawa Tengah,14210
12/2/2022,Jawa Tengah,14525
12/3/2022,Jawa Tengah,14951
12/4/2022,Jawa Tengah,15504
12/5/2022,Jawa Tengah,15890
12/6/2022,Jawa Tengah,16238
12/7/2022,Jawa Tengah,16538
12/8/2022,Jawa Tengah,16878
12/9/2022,Jawa Tengah,17418
12/10/2022,Jawa Tengah,17750
12/11/2022,Jawa Tengah,18434
12/12/2022,Jawa Tengah,19030
12/13/2022,Jawa Tengah,19686
12/14/2022,Jawa Tengah,19674
12/15/2022,Jawa Tengah,19538
12/16/2022,Jawa Tengah,19076
12/17/2022,Jawa Tengah,19377
12/18/2022,Jawa Tengah,19334
12/19/2022,Jawa Tengah,20077
12/20/2022,Jawa Tengah,20710
12/21/2022,Jawa Tengah,21172
12/22/2022,Jawa Tengah,21450
12/23/2022,Jawa Tengah,21800
12/24/2022,Jawa Tengah,22217
12/25/2022,Jawa Tengah,22006
12/26/2022,Jawa Tengah,22476
12/27/2022,Jawa Tengah,22580
12/28/2022,Jawa Tengah,22805
12/29/2022,Jawa Tengah,22976
12/30/2022,Jawa Tengah,23409
12/31/2022,Jawa Tengah,23745
1/1/2022,Jawa Tengah,24034
1/2/2022,Jawa Tengah,23995
1/3/2022,Jawa Tengah,24386
1/4/2022,Jawa Tengah,24351
1/5/2022,Jawa Tengah,23745
1/6/2022,Jawa Tengah,23707
1/7/2022,Jawa Tengah,23802
1/8/2022,Jawa Tengah,23957
1/9/2022,Jawa Tengah,24688
1/10/2022,Jawa Tengah,25573
1/11/2022,Jawa Tengah,25800
1/12/2022,Jawa Tengah,25719
1/13/2022,Jawa Tengah,26370
1/14/2022,Jawa Tengah,26638
1/15/2022,Jawa Tengah,27833
1/16/2022,Jawa Tengah,28940
1/17/2022,Jawa Tengah,30552
1/18/2022,Jawa Tengah,30848
1/19/2022,Jawa Tengah,31642
1/20/2022,Jawa Tengah,32819
1/21/2022,Jawa Tengah,33574
1/22/2022,Jawa Tengah,34686
1/23/2022,Jawa Tengah,35977
1/24/2022,Jawa Tengah,37462
1/25/2022,Jawa Tengah,36478
1/26/2022,Jawa Tengah,36368
1/27/2022,Jawa Tengah,36407
1/28/2022,Jawa Tengah,36486
1/29/2022,Jawa Tengah,37580
1/30/2022,Jawa Tengah,38521
1/31/2022,Jawa Tengah,39459
2/1/2022,Jawa Tengah,38365
2/2/2022,Jawa Tengah,38038
2/3/2022,Jawa Tengah,38803
2/4/2022,Jawa Tengah,39712
2/5/2022,Jawa Tengah,41067
2/6/2022,Jawa Tengah,42543
2/7/2022,Jawa Tengah,43498
2/8/2022,Jawa Tengah,43264
2/9/2022,Jawa Tengah,43499
2/10/2022,Jawa Tengah,43398
2/11/2022,Jawa Tengah,43620
2/12/2022,Jawa Tengah,44110
2/13/2022,Jawa Tengah,44207
2/14/2022,Jawa Tengah,44569
2/15/2022,Jawa Tengah,45198
2/16/2022,Jawa Tengah,45983
2/17/2022,Jawa Tengah,46609
2/18/2022,Jawa Tengah,46873
2/19/2022,Jawa Tengah,47599
2/20/2022,Jawa Tengah,47930
2/21/2022,Jawa Tengah,48177
2/22/2022,Jawa Tengah,48058
2/23/2022,Jawa Tengah,48094
2/24/2022,Jawa Tengah,48712
2/25/2022,Jawa Tengah,48231
2/26/2022,Jawa Tengah,47635
2/27/2022,Jawa Tengah,45699
2/28/2022,Jawa Tengah,43280
3/1/2022,Jawa Tengah,43030
3/2/2022,Jawa Tengah,43187
3/3/2022,Jawa Tengah,42389
3/4/2022,Jawa Tengah,42259
3/5/2022,Jawa Tengah,42906
3/6/2022,Jawa Tengah,43444
3/7/2022,Jawa Tengah,43263
3/8/2022,Jawa Tengah,41749
3/9/2022,Jawa Tengah,40732
3/10/2022,Jawa Tengah,40364
3/11/2022,Jawa Tengah,40275
3/12/2022,Jawa Tengah,39989
3/13/2022,Jawa Tengah,39920
3/14/2022,Jawa Tengah,39956
3/15/2022,Jawa Tengah,40070
3/16/2022,Jawa Tengah,39223
3/17/2022,Jawa Tengah,39093
3/18/2022,Jawa Tengah,38797
3/19/2022,Jawa Tengah,38502
3/20/2022,Jawa Tengah,38411
3/21/2022,Jawa Tengah,38406
3/22/2022,Jawa Tengah,37392
3/23/2022,Jawa Tengah,37092
3/24/2022,Jawa Tengah,36301
3/25/2022,Jawa Tengah,36269
3/26/2022,Jawa Tengah,35983
3/27/2022,Jawa Tengah,36030
3/28/2022,Jawa Tengah,36130
3/29/2022,Jawa Tengah,35583
3/30/2022,Jawa Tengah,35088
3/31/2022,Jawa Tengah,34907
4/1/2022,Jawa Tengah,34736
4/2/2022,Jawa Tengah,34827
4/3/2022,Jawa Tengah,34958
4/4/2022,Jawa Tengah,35111
4/5/2022,Jawa Tengah,33415
4/6/2022,Jawa Tengah,33236
4/7/2022,Jawa Tengah,31547
4/8/2022,Jawa Tengah,29586
4/9/2022,Jawa Tengah,27347
4/10/2022,Jawa Tengah,27312
4/11/2022,Jawa Tengah,27139
4/12/2022,Jawa Tengah,26599
4/13/2022,Jawa Tengah,25491
4/14/2022,Jawa Tengah,24406
4/15/2022,Jawa Tengah,23092
4/16/2022,Jawa Tengah,21847
4/17/2022,Jawa Tengah,20545
4/18/2022,Jawa Tengah,19575
4/19/2022,Jawa Tengah,18361
4/20/2022,Jawa Tengah,16653
4/21/2022,Jawa Tengah,15161
4/22/2022,Jawa Tengah,14091
4/23/2022,Jawa Tengah,12849
4/24/2022,Jawa Tengah,12494
4/25/2022,Jawa Tengah,12429
4/26/2022,Jawa Tengah,12533
4/27/2022,Jawa Tengah,12203
4/28/2022,Jawa Tengah,11736
4/29/2022,Jawa Tengah,10839
4/30/2022,Jawa Tengah,10241
5/1/2022,Jawa Tengah,10182
5/2/2022,Jawa Tengah,10263
5/3/2022,Jawa Tengah,10164
5/4/2022,Jawa Tengah,9844
5/5/2022,Jawa Tengah,9726
5/6/2022,Jawa Tengah,9659
5/7/2022,Jawa Tengah,9409
5/8/2022,Jawa Tengah,9091
5/9/2022,Jawa Tengah,8750
5/10/2022,Jawa Tengah,8782
5/11/2022,Jawa Tengah,8461
5/12/2022,Jawa Tengah,8254
5/13/2022,Jawa Tengah,7587
5/14/2022,Jawa Tengah,7277
5/15/2022,Jawa Tengah,7056
5/16/2022,Jawa Tengah,6987
5/17/2022,Jawa Tengah,6820
5/18/2022,Jawa Tengah,6728
5/19/2022,Jawa Tengah,6895
5/20/2022,Jawa Tengah,6949
5/21/2022,Jawa Tengah,7399
5/22/2022,Jawa Tengah,7734
5/23/2022,Jawa Tengah,7816
5/24/2022,Jawa Tengah,7821
5/25/2022,Jawa Tengah,8155
5/26/2022,Jawa Tengah,8429
5/27/2022,Jawa Tengah,8878
5/28/2022,Jawa Tengah,8958
5/29/2022,Jawa Tengah,9328
5/30/2022,Jawa Tengah,10050
5/31/2022,Jawa Tengah,10334
6/1/2022,Jawa Tengah,11040
6/2/2022,Jawa Tengah,11576
6/3/2022,Jawa Tengah,11783
6/4/2022,Jawa Tengah,12045
6/5/2022,Jawa Tengah,13000
6/6/2022,Jawa Tengah,13450
6/7/2022,Jawa Tengah,13652
6/8/2022,Jawa Tengah,14424
6/9/2022,Jawa Tengah,14926
6/10/2022,Jawa Tengah,15812
6/11/2022,Jawa Tengah,16032
6/12/2022,Jawa Tengah,16723
6/13/2022,Jawa Tengah,19122
6/14/2022,Jawa Tengah,19820
6/15/2022,Jawa Tengah,20572
6/16/2022,Jawa Tengah,21209
6/17/2022,Jawa Tengah,21932
6/18/2022,Jawa Tengah,22422
6/19/2022,Jawa Tengah,24026
6/20/2022,Jawa Tengah,25981
6/21/2022,Jawa Tengah,26988
6/22/2022,Jawa Tengah,27686
6/23/2022,Jawa Tengah,28204
6/24/2022,Jawa Tengah,30256
6/25/2022,Jawa Tengah,30322
6/26/2022,Jawa Tengah,32006
6/27/2022,Jawa Tengah,33805
6/28/2022,Jawa Tengah,34391
6/29/2022,Jawa Tengah,35757
6/30/2022,Jawa Tengah,35990
7/1/2022,Jawa Tengah,36759
7/2/2022,Jawa Tengah,37911
7/3/2022,Jawa Tengah,39447
7/4/2022,Jawa Tengah,41364
7/5/2022,Jawa Tengah,43110
7/6/2022,Jawa Tengah,45498
7/7/2022,Jawa Tengah,46039
7/8/2022,Jawa Tengah,47803
7/9/2022,Jawa Tengah,49098
7/10/2022,Jawa Tengah,50944
7/11/2022,Jawa Tengah,50943
7/12/2022,Jawa Tengah,50950
7/13/2022,Jawa Tengah,51618
7/14/2022,Jawa Tengah,53756
7/15/2022,Jawa Tengah,55663
7/16/2022,Jawa Tengah,56943
7/17/2022,Jawa Tengah,60673
7/18/2022,Jawa Tengah,61773
7/19/2022,Jawa Tengah,61869
7/20/2022,Jawa Tengah,60771
7/21/2022,Jawa Tengah,60659
7/22/2022,Jawa Tengah,59513
7/23/2022,Jawa Tengah,59470
7/24/2022,Jawa Tengah,60593
7/25/2022,Jawa Tengah,62175
7/26/2022,Jawa Tengah,61266
7/27/2022,Jawa Tengah,61352
7/28/2022,Jawa Tengah,61140
7/29/2022,Jawa Tengah,58727
7/30/2022,Jawa Tengah,57159
7/31/2022,Jawa Tengah,57147
8/1/2022,Jawa Tengah,56649
8/2/2022,Jawa Tengah,57298
8/3/2022,Jawa Tengah,57659
8/4/2022,Jawa Tengah,55173
8/5/2022,Jawa Tengah,51356
8/6/2022,Jawa Tengah,45972
8/7/2022,Jawa Tengah,46081
8/8/2022,Jawa Tengah,45053
8/9/2022,Jawa Tengah,42751
8/10/2022,Jawa Tengah,40469
8/11/2022,Jawa Tengah,38236
8/12/2022,Jawa Tengah,35694
8/13/2022,Jawa Tengah,35861
8/14/2022,Jawa Tengah,34809
8/15/2022,Jawa Tengah,34519
8/16/2022,Jawa Tengah,33839
8/17/2022,Jawa Tengah,31619
8/18/2022,Jawa Tengah,28393
8/19/2022,Jawa Tengah,27629
8/20/2022,Jawa Tengah,29538
8/21/2022,Jawa Tengah,28949
8/22/2022,Jawa Tengah,28069
8/23/2022,Jawa Tengah,27627
8/24/2022,Jawa Tengah,28006
8/25/2022,Jawa Tengah,27216
8/26/2022,Jawa Tengah,26758
8/27/2022,Jawa Tengah,26735
8/28/2022,Jawa Tengah,26748
8/29/2022,Jawa Tengah,25959
8/30/2022,Jawa Tengah,25483
8/31/2022,Jawa Tengah,24985
9/1/2022,Jawa Tengah,24668
9/2/2022,Jawa Tengah,20699
9/3/2022,Jawa Tengah,19999
9/4/2022,Jawa Tengah,19957
9/5/2022,Jawa Tengah,19901
9/6/2022,Jawa Tengah,19603
9/7/2022,Jawa Tengah,18917
9/8/2022,Jawa Tengah,18496
9/9/2022,Jawa Tengah,18303
9/10/2022,Jawa Tengah,18128
9/11/2022,Jawa Tengah,18030
9/12/2022,Jawa Tengah,16180
9/13/2022,Jawa Tengah,14472
9/14/2022,Jawa Tengah,12708
9/15/2022,Jawa Tengah,11084
9/16/2022,Jawa Tengah,9438
9/17/2022,Jawa Tengah,7735
9/18/2022,Jawa Tengah,6690
9/19/2022,Jawa Tengah,5497
9/20/2022,Jawa Tengah,3885
9/21/2022,Jawa Tengah,3777
9/22/2022,Jawa Tengah,3686
9/23/2022,Jawa Tengah,3755
9/24/2022,Jawa Tengah,3798
9/25/2022,Jawa Tengah,3885
9/26/2022,Jawa Tengah,3872
9/27/2022,Jawa Tengah,3795
9/28/2022,Jawa Tengah,3791
9/29/2022,Jawa Tengah,3684
9/30/2022,Jawa Tengah,3518
3/21/2022,DI Yogyakarta,4
3/22/2022,DI Yogyakarta,4
3/23/2022,DI Yogyakarta,4
3/24/2022,DI Yogyakarta,4
3/25/2022,DI Yogyakarta,14
3/26/2022,DI Yogyakarta,13
3/27/2022,DI Yogyakarta,19
3/28/2022,DI Yogyakarta,19
3/29/2022,DI Yogyakarta,19
3/30/2022,DI Yogyakarta,15
3/31/2022,DI Yogyakarta,20
4/1/2022,DI Yogyakarta,25
4/2/2022,DI Yogyakarta,23
4/3/2022,DI Yogyakarta,23
4/4/2022,DI Yogyakarta,29
4/5/2022,DI Yogyakarta,30
4/6/2022,DI Yogyakarta,36
4/7/2022,DI Yogyakarta,37
4/8/2022,DI Yogyakarta,28
4/9/2022,DI Yogyakarta,28
4/10/2022,DI Yogyakarta,28
4/11/2022,DI Yogyakarta,28
4/12/2022,DI Yogyakarta,28
4/13/2022,DI Yogyakarta,44
4/14/2022,DI Yogyakarta,37
4/15/2022,DI Yogyakarta,37
4/16/2022,DI Yogyakarta,33
4/17/2022,DI Yogyakarta,32
4/18/2022,DI Yogyakarta,34
4/19/2022,DI Yogyakarta,33
4/20/2022,DI Yogyakarta,34
4/21/2022,DI Yogyakarta,35
4/22/2022,DI Yogyakarta,38
4/23/2022,DI Yogyakarta,37
4/24/2022,DI Yogyakarta,34
4/25/2022,DI Yogyakarta,36
4/26/2022,DI Yogyakarta,39
4/27/2022,DI Yogyakarta,39
4/28/2022,DI Yogyakarta,47
4/29/2022,DI Yogyakarta,47
4/30/2022,DI Yogyakarta,45
5/1/2022,DI Yogyakarta,53
5/2/2022,DI Yogyakarta,59
5/3/2022,DI Yogyakarta,59
5/4/2022,DI Yogyakarta,58
5/5/2022,DI Yogyakarta,62
5/6/2022,DI Yogyakarta,62
5/7/2022,DI Yogyakarta,73
5/8/2022,DI Yogyakarta,77
5/9/2022,DI Yogyakarta,80
5/10/2022,DI Yogyakarta,86
5/11/2022,DI Yogyakarta,91
5/12/2022,DI Yogyakarta,99
5/13/2022,DI Yogyakarta,106
5/14/2022,DI Yogyakarta,110
5/15/2022,DI Yogyakarta,110
5/16/2022,DI Yogyakarta,109
5/17/2022,DI Yogyakarta,106
5/18/2022,DI Yogyakarta,102
5/19/2022,DI Yogyakarta,104
5/20/2022,DI Yogyakarta,104
5/21/2022,DI Yogyakarta,102
5/22/2022,DI Yogyakarta,95
5/23/2022,DI Yogyakarta,96
5/24/2022,DI Yogyakarta,96
5/25/2022,DI Yogyakarta,94
5/26/2022,DI Yogyakarta,87
5/27/2022,DI Yogyakarta,86
5/28/2022,DI Yogyakarta,78
5/29/2022,DI Yogyakarta,73
5/30/2022,DI Yogyakarta,67
5/31/2022,DI Yogyakarta,68
6/1/2022,DI Yogyakarta,63
6/2/2022,DI Yogyakarta,61
6/3/2022,DI Yogyakarta,59
6/4/2022,DI Yogyakarta,55
6/5/2022,DI Yogyakarta,56
6/6/2022,DI Yogyakarta,56
6/7/2022,DI Yogyakarta,54
6/8/2022,DI Yogyakarta,54
6/9/2022,DI Yogyakarta,50
6/10/2022,DI Yogyakarta,48
6/11/2022,DI Yogyakarta,49
6/12/2022,DI Yogyakarta,58
6/13/2022,DI Yogyakarta,52
6/14/2022,DI Yogyakarta,51
6/15/2022,DI Yogyakarta,53
6/16/2022,DI Yogyakarta,52
6/17/2022,DI Yogyakarta,52
6/18/2022,DI Yogyakarta,49
6/19/2022,DI Yogyakarta,43
6/20/2022,DI Yogyakarta,46
6/21/2022,DI Yogyakarta,49
6/22/2022,DI Yogyakarta,42
6/23/2022,DI Yogyakarta,45
6/24/2022,DI Yogyakarta,42
6/25/2022,DI Yogyakarta,44
6/26/2022,DI Yogyakarta,42
6/27/2022,DI Yogyakarta,39
6/28/2022,DI Yogyakarta,38
6/29/2022,DI Yogyakarta,37
6/30/2022,DI Yogyakarta,42
7/1/2022,DI Yogyakarta,42
7/2/2022,DI Yogyakarta,43
7/3/2022,DI Yogyakarta,45
7/4/2022,DI Yogyakarta,42
7/5/2022,DI Yogyakarta,47
7/6/2022,DI Yogyakarta,53
7/7/2022,DI Yogyakarta,56
7/8/2022,DI Yogyakarta,56
7/9/2022,DI Yogyakarta,61
7/10/2022,DI Yogyakarta,67
7/11/2022,DI Yogyakarta,70
7/12/2022,DI Yogyakarta,69
7/13/2022,DI Yogyakarta,74
7/14/2022,DI Yogyakarta,73
7/15/2022,DI Yogyakarta,77
7/16/2022,DI Yogyakarta,80
7/17/2022,DI Yogyakarta,83
7/18/2022,DI Yogyakarta,90
7/19/2022,DI Yogyakarta,97
7/20/2022,DI Yogyakarta,100
7/21/2022,DI Yogyakarta,123
7/22/2022,DI Yogyakarta,141
7/23/2022,DI Yogyakarta,146
7/24/2022,DI Yogyakarta,168
7/25/2022,DI Yogyakarta,177
7/26/2022,DI Yogyakarta,179
7/27/2022,DI Yogyakarta,191
7/28/2022,DI Yogyakarta,197
7/29/2022,DI Yogyakarta,200
7/30/2022,DI Yogyakarta,209
7/31/2022,DI Yogyakarta,255
8/1/2022,DI Yogyakarta,310
8/2/2022,DI Yogyakarta,318
8/3/2022,DI Yogyakarta,317
8/4/2022,DI Yogyakarta,315
8/5/2022,DI Yogyakarta,303
8/6/2022,DI Yogyakarta,301
8/7/2022,DI Yogyakarta,292
8/8/2022,DI Yogyakarta,279
8/9/2022,DI Yogyakarta,268
8/10/2022,DI Yogyakarta,258
8/11/2022,DI Yogyakarta,246
8/12/2022,DI Yogyakarta,241
8/13/2022,DI Yogyakarta,239
8/14/2022,DI Yogyakarta,260
8/15/2022,DI Yogyakarta,302
8/16/2022,DI Yogyakarta,322
8/17/2022,DI Yogyakarta,331
8/18/2022,DI Yogyakarta,335
8/19/2022,DI Yogyakarta,348
8/20/2022,DI Yogyakarta,342
8/21/2022,DI Yogyakarta,338
8/22/2022,DI Yogyakarta,337
8/23/2022,DI Yogyakarta,334
8/24/2022,DI Yogyakarta,327
8/25/2022,DI Yogyakarta,357
8/26/2022,DI Yogyakarta,336
8/27/2022,DI Yogyakarta,347
8/28/2022,DI Yogyakarta,343
8/29/2022,DI Yogyakarta,368
8/30/2022,DI Yogyakarta,384
8/31/2022,DI Yogyakarta,360
9/1/2022,DI Yogyakarta,370
9/2/2022,DI Yogyakarta,372
9/3/2022,DI Yogyakarta,389
9/4/2022,DI Yogyakarta,385
9/5/2022,DI Yogyakarta,385
9/6/2022,DI Yogyakarta,354
9/7/2022,DI Yogyakarta,336
9/8/2022,DI Yogyakarta,332
9/9/2022,DI Yogyakarta,329
9/10/2022,DI Yogyakarta,348
9/11/2022,DI Yogyakarta,381
9/12/2022,DI Yogyakarta,412
9/13/2022,DI Yogyakarta,452
9/14/2022,DI Yogyakarta,461
9/15/2022,DI Yogyakarta,472
9/16/2022,DI Yogyakarta,470
9/17/2022,DI Yogyakarta,491
9/18/2022,DI Yogyakarta,513
9/19/2022,DI Yogyakarta,566
9/20/2022,DI Yogyakarta,617
9/21/2022,DI Yogyakarta,642
9/22/2022,DI Yogyakarta,674
9/23/2022,DI Yogyakarta,680
9/24/2022,DI Yogyakarta,681
9/25/2022,DI Yogyakarta,717
9/26/2022,DI Yogyakarta,718
9/27/2022,DI Yogyakarta,711
9/28/2022,DI Yogyakarta,696
9/29/2022,DI Yogyakarta,684
9/30/2022,DI Yogyakarta,691
10/1/2022,DI Yogyakarta,677
10/2/2022,DI Yogyakarta,670
10/3/2022,DI Yogyakarta,722
10/4/2022,DI Yogyakarta,670
10/5/2022,DI Yogyakarta,615
10/6/2022,DI Yogyakarta,595
10/7/2022,DI Yogyakarta,595
10/8/2022,DI Yogyakarta,636
10/9/2022,DI Yogyakarta,659
10/10/2022,DI Yogyakarta,715
10/11/2022,DI Yogyakarta,712
10/12/2022,DI Yogyakarta,670
10/13/2022,DI Yogyakarta,668
10/14/2022,DI Yogyakarta,672
10/15/2022,DI Yogyakarta,660
10/16/2022,DI Yogyakarta,673
10/17/2022,DI Yogyakarta,649
10/18/2022,DI Yogyakarta,624
10/19/2022,DI Yogyakarta,567
10/20/2022,DI Yogyakarta,529
10/21/2022,DI Yogyakarta,539
10/22/2022,DI Yogyakarta,565
10/23/2022,DI Yogyakarta,568
10/24/2022,DI Yogyakarta,576
10/25/2022,DI Yogyakarta,552
10/26/2022,DI Yogyakarta,549
10/27/2022,DI Yogyakarta,557
10/28/2022,DI Yogyakarta,559
10/29/2022,DI Yogyakarta,589
10/30/2022,DI Yogyakarta,587
10/31/2022,DI Yogyakarta,595
11/1/2022,DI Yogyakarta,598
11/2/2022,DI Yogyakarta,580
11/3/2022,DI Yogyakarta,606
11/4/2022,DI Yogyakarta,597
11/5/2022,DI Yogyakarta,733
11/6/2022,DI Yogyakarta,727
11/7/2022,DI Yogyakarta,714
11/8/2022,DI Yogyakarta,714
11/9/2022,DI Yogyakarta,683
11/10/2022,DI Yogyakarta,685
11/11/2022,DI Yogyakarta,671
11/12/2022,DI Yogyakarta,723
11/13/2022,DI Yogyakarta,753
11/14/2022,DI Yogyakarta,780
11/15/2022,DI Yogyakarta,779
11/16/2022,DI Yogyakarta,831
11/17/2022,DI Yogyakarta,893
11/18/2022,DI Yogyakarta,1001
11/19/2022,DI Yogyakarta,1059
11/20/2022,DI Yogyakarta,1063
11/21/2022,DI Yogyakarta,1093
11/22/2022,DI Yogyakarta,1157
11/23/2022,DI Yogyakarta,1135
11/24/2022,DI Yogyakarta,1173
11/25/2022,DI Yogyakarta,1176
11/26/2022,DI Yogyakarta,1219
11/27/2022,DI Yogyakarta,1275
11/28/2022,DI Yogyakarta,1356
11/29/2022,DI Yogyakarta,1444
11/30/2022,DI Yogyakarta,1420
12/1/2022,DI Yogyakarta,1461
12/2/2022,DI Yogyakarta,1552
12/3/2022,DI Yogyakarta,1663
12/4/2022,DI Yogyakarta,1768
12/5/2022,DI Yogyakarta,1849
12/6/2022,DI Yogyakarta,1988
12/7/2022,DI Yogyakarta,2027
12/8/2022,DI Yogyakarta,2125
12/9/2022,DI Yogyakarta,2104
12/10/2022,DI Yogyakarta,2184
12/11/2022,DI Yogyakarta,2222
12/12/2022,DI Yogyakarta,2349
12/13/2022,DI Yogyakarta,2368
12/14/2022,DI Yogyakarta,2421
12/15/2022,DI Yogyakarta,2471
12/16/2022,DI Yogyakarta,2616
12/17/2022,DI Yogyakarta,2778
12/18/2022,DI Yogyakarta,2788
12/19/2022,DI Yogyakarta,2927
12/20/2022,DI Yogyakarta,2926
12/21/2022,DI Yogyakarta,2929
12/22/2022,DI Yogyakarta,3015
12/23/2022,DI Yogyakarta,3191
12/24/2022,DI Yogyakarta,3271
12/25/2022,DI Yogyakarta,3360
12/26/2022,DI Yogyakarta,3528
12/27/2022,DI Yogyakarta,3559
12/28/2022,DI Yogyakarta,3658
12/29/2022,DI Yogyakarta,3635
12/30/2022,DI Yogyakarta,3582
12/31/2022,DI Yogyakarta,3720
1/1/2022,DI Yogyakarta,3828
1/2/2022,DI Yogyakarta,3901
1/3/2022,DI Yogyakarta,3885
1/4/2022,DI Yogyakarta,3896
1/5/2022,DI Yogyakarta,4145
1/6/2022,DI Yogyakarta,4123
1/7/2022,DI Yogyakarta,4293
1/8/2022,DI Yogyakarta,4517
1/9/2022,DI Yogyakarta,4675
1/10/2022,DI Yogyakarta,4714
1/11/2022,DI Yogyakarta,4790
1/12/2022,DI Yogyakarta,4905
1/13/2022,DI Yogyakarta,5041
1/14/2022,DI Yogyakarta,5196
1/15/2022,DI Yogyakarta,5192
1/16/2022,DI Yogyakarta,5185
1/17/2022,DI Yogyakarta,5280
1/18/2022,DI Yogyakarta,5282
1/19/2022,DI Yogyakarta,5461
1/20/2022,DI Yogyakarta,5547
1/21/2022,DI Yogyakarta,5788
1/22/2022,DI Yogyakarta,5887
1/23/2022,DI Yogyakarta,6235
1/24/2022,DI Yogyakarta,6250
1/25/2022,DI Yogyakarta,6137
1/26/2022,DI Yogyakarta,6145
1/27/2022,DI Yogyakarta,6174
1/28/2022,DI Yogyakarta,6141
1/29/2022,DI Yogyakarta,6342
1/30/2022,DI Yogyakarta,6390
1/31/2022,DI Yogyakarta,6236
2/1/2022,DI Yogyakarta,6192
2/2/2022,DI Yogyakarta,6141
2/3/2022,DI Yogyakarta,6144
2/4/2022,DI Yogyakarta,6230
2/5/2022,DI Yogyakarta,6343
2/6/2022,DI Yogyakarta,6290
2/7/2022,DI Yogyakarta,6219
2/8/2022,DI Yogyakarta,6157
2/9/2022,DI Yogyakarta,6055
2/10/2022,DI Yogyakarta,6086
2/11/2022,DI Yogyakarta,6088
2/12/2022,DI Yogyakarta,6184
2/13/2022,DI Yogyakarta,5920
2/14/2022,DI Yogyakarta,5773
2/15/2022,DI Yogyakarta,5763
2/16/2022,DI Yogyakarta,5640
2/17/2022,DI Yogyakarta,5613
2/18/2022,DI Yogyakarta,5740
2/19/2022,DI Yogyakarta,5739
2/20/2022,DI Yogyakarta,5808
2/21/2022,DI Yogyakarta,5720
2/22/2022,DI Yogyakarta,5624
2/23/2022,DI Yogyakarta,5603
2/24/2022,DI Yogyakarta,5545
2/25/2022,DI Yogyakarta,5515
2/26/2022,DI Yogyakarta,5462
2/27/2022,DI Yogyakarta,5463
2/28/2022,DI Yogyakarta,5370
3/1/2022,DI Yogyakarta,5236
3/2/2022,DI Yogyakarta,5116
3/3/2022,DI Yogyakarta,5178
3/4/2022,DI Yogyakarta,5121
3/5/2022,DI Yogyakarta,5201
3/6/2022,DI Yogyakarta,5036
3/7/2022,DI Yogyakarta,5076
3/8/2022,DI Yogyakarta,5076
3/9/2022,DI Yogyakarta,5060
3/10/2022,DI Yogyakarta,5091
3/11/2022,DI Yogyakarta,4923
3/12/2022,DI Yogyakarta,4956
3/13/2022,DI Yogyakarta,4882
3/14/2022,DI Yogyakarta,4702
3/15/2022,DI Yogyakarta,4688
3/16/2022,DI Yogyakarta,4639
3/17/2022,DI Yogyakarta,4833
3/18/2022,DI Yogyakarta,4960
3/19/2022,DI Yogyakarta,4918
3/20/2022,DI Yogyakarta,5055
3/21/2022,DI Yogyakarta,5086
3/22/2022,DI Yogyakarta,5051
3/23/2022,DI Yogyakarta,5033
3/24/2022,DI Yogyakarta,5133
3/25/2022,DI Yogyakarta,5197
3/26/2022,DI Yogyakarta,5281
3/27/2022,DI Yogyakarta,5210
3/28/2022,DI Yogyakarta,5152
3/29/2022,DI Yogyakarta,5080
3/30/2022,DI Yogyakarta,5120
3/31/2022,DI Yogyakarta,5157
4/1/2022,DI Yogyakarta,5048
4/2/2022,DI Yogyakarta,5134
